"PatternId_decimal",description,"killchain_stage",name,objective,scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
4738,"This SHA256 hash was blocked from being written to the file-system in accordance with your organization's policy. The file was quarantined.",Unknown,"OnWrite-BlockedHashManualSha256","Falcon Detection Method","blocked_hash","Blocked Hash",70,False,"Custom Intelligence","Indicator of Compromise"
4740,"A file written to the file-system matches CrowdStrike Intelligence's high confidence threshold for malicious files. It might be malware and/or part of an adversary's toolkit. Review the file.",Unknown,"OnWrite-CkbSensorDetect-High","Falcon Detection Method",NGAV,NGAV,70,False,"Falcon Intel","Intelligence Indicator - Hash"
4739,"A file written to the file-system surpassed a high-confidence adware detection threshold. The file was quarantined.",Unknown,"OnWrite-BlockedHashVTAdwareSha256","Falcon Detection Method","blocked_hash","Blocked Hash",30,False,"Custom Intelligence","Indicator of Compromise"
4742,"A file written to the file-system matches CrowdStrike Intelligence's low confidence threshold for malicious files. It might be malware and/or part of an adversary's toolkit. Review the file.",Unknown,"OnWrite-CkbSensorDetect-Low","Falcon Detection Method",NGAV,NGAV,30,False,"Falcon Intel","Intelligence Indicator - Hash"
4745,"A file written to the file-system surpassed a medium-confidence adware detection threshold.",Unknown,"OnWrite-PrewittPupAdwareSensorDetect-Medium","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4744,"A file written to the file-system surpassed a high-confidence adware detection threshold.",Unknown,"OnWrite-PrewittPupAdwareSensorDetect-High","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4741,"A file written to the file-system matches CrowdStrike Intelligence's medium confidence threshold for malicious files. It might be malware and/or part of an adversary's toolkit. Review the file.",Unknown,"OnWrite-CkbSensorDetect-Medium","Falcon Detection Method",NGAV,NGAV,50,False,"Falcon Intel","Intelligence Indicator - Hash"
4743,"A file written to the file-system matches CrowdStrike Intelligence's lowest confidence threshold for malicious files. It might be malware and/or part of an adversary's toolkit. Review the file.",Unknown,"OnWrite-CkbSensorDetect-Lowest","Falcon Detection Method",NGAV,NGAV,10,False,"Falcon Intel","Intelligence Indicator - Hash"
4746,"A file written to the file-system surpassed a low-confidence adware detection threshold.",Unknown,"OnWrite-PrewittPupAdwareSensorDetect-Low","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4747,"A file written to the file-system surpassed a lowest-confidence adware detection threshold.",Unknown,"OnWrite-PrewittPupAdwareSensorDetect-Lowest","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4750,"A file written to the file-system surpassed a low-confidence adware detection threshold.",Unknown,"OnWrite-FileAttrPupAdwareSensorDetect-Low","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4749,"A file written to the file-system surpassed a medium-confidence adware detection threshold.",Unknown,"OnWrite-FileAttrPupAdwareSensorDetect-Medium","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4748,"A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.",Unknown,"OnWrite-HashPupAdwareCrowdStrikeSha256","Falcon Detection Method",NGAV,NGAV,30,False,Malware,PUP
4751,"A file written to the file-system surpassed a lowest-confidence adware detection threshold.",Unknown,"OnWrite-FileAttrPupAdwareSensorDetect-Lowest","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4753,"This file meets the File Analysis ML algorithm's lowest-confidence threshold for malware. The process was blocked.",ResponseActions,"Blocked-PrewittLowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4754,"This file meets the File Analysis ML algorithm's lowest-confidence threshold for malware. The process was terminated.",ResponseActions,"Killed-PrewittLowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4752,"A file written to the file-system surpassed a high-confidence adware detection threshold.",Unknown,"OnWrite-FileAttrPupAdwareSensorDetect-High","Falcon Detection Method",NGAV,NGAV,30,False,"Machine Learning","Adware/PUP"
4756,"This file meets the File Attribute ML algorithm's lowest-confidence threshold for malware. The process was terminated.",ResponseActions,"Killed-FileAttrLowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4755,"This file meets the File Attribute ML algorithm's lowest-confidence threshold for malware. The process was blocked.",ResponseActions,"Blocked-FileAttrLowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4757,"This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files and was blocked.",ResponseActions,"Blocked-MLSensor-Lowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Sensor-based ML"
4761,"This file meets the File Analysis ML algorithm's low-confidence threshold for malware. The process was blocked.",ResponseActions,"Blocked-MauriceLow","Falcon Detection Method","activity_prevented","A malicious activity was prevented",30,True,"Machine Learning","Cloud-based ML"
4758,"This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files and was terminated.",ResponseActions,"Killed-MLSensor-Lowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Sensor-based ML"
4759,"This file meets the File Analysis ML algorithm's lowest-confidence threshold for malware. The process was blocked.",ResponseActions,"Blocked-MauriceLowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4760,"This file meets the File Analysis ML algorithm's lowest-confidence threshold for malware. The process was terminated.",ResponseActions,"Killed-MauriceLowest","Falcon Detection Method","activity_prevented","A malicious activity was prevented",10,True,"Machine Learning","Cloud-based ML"
4765,"This file meets the File Analysis ML algorithm's high-confidence threshold for malware. The process was blocked.",ResponseActions,"Blocked-MauriceHigh","Falcon Detection Method","activity_prevented","A malicious activity was prevented",70,True,"Machine Learning","Cloud-based ML"
4763,"This file meets the File Analysis ML algorithm's medium-confidence threshold for malware. The process was blocked.",ResponseActions,"Blocked-MauriceMedium","Falcon Detection Method","activity_prevented","A malicious activity was prevented",50,True,"Machine Learning","Cloud-based ML"
4762,"This file meets the File Analysis ML algorithm's low-confidence threshold for malware. The process was terminated.",ResponseActions,"Killed-MauriceLow","Falcon Detection Method","activity_prevented","A malicious activity was prevented",30,True,"Machine Learning","Cloud-based ML"
4764,"This file meets the File Analysis ML algorithm's medium-confidence threshold for malware. The process was terminated.",ResponseActions,"Killed-MauriceMedium","Falcon Detection Method","activity_prevented","A malicious activity was prevented",50,True,"Machine Learning","Cloud-based ML"
4766,"This file meets the File Analysis ML algorithm's high-confidence threshold for malware. The process was terminated.",ResponseActions,"Killed-MauriceHigh","Falcon Detection Method","activity_prevented","A malicious activity was prevented",70,True,"Machine Learning","Cloud-based ML"
4800,"A hash matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.",Unknown,"CloudDetect-BlacklistedHashUI","Falcon Detection Method","intel_detection","Intelligence-driven detection",70,True,"Falcon Intel","Intelligence Indicator - Hash"
4801,"A hash matched a CrowdStrike Intelligence indicator.",Unknown,"CloudDetect-BlacklistedHashMediumUI","Falcon Detection Method","intel_detection","Intelligence-driven detection",50,True,"Falcon Intel","Intelligence Indicator - Hash"
4802,"A hash matched a CrowdStrike Intelligence indicator used in non-targeted, commodity malware.",Unknown,"CloudDetect-BlacklistedHashLowUI","Falcon Detection Method","intel_detection","Intelligence-driven detection",30,True,"Falcon Intel","Intelligence Indicator - Hash"
4901,"A domain lookup matched a CrowdStrike Intelligence indicator.",Unknown,"CloudDetect-BlacklistedDomainMediumUI","Falcon Detection Method","intel_detection","Intelligence-driven detection",50,True,"Falcon Intel","Intelligence Indicator - Domain"
4900,"A domain lookup matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.",Unknown,"CloudDetect-BlacklistedDomainUI","Falcon Detection Method","intel_detection","Intelligence-driven detection",70,True,"Falcon Intel","Intelligence Indicator - Domain"
5101,"The process or module loaded by this process has been identified as malicious and should be reviewed accordingly. The determination was based on the combination of the file's composition and its behaviors by analyzing collected information.",Unknown,"CloudDetect-ML-Valkyrie",,"machine_learning","Machine learning",50,False,,
5001,"Falcon Overwatch has identified probable testing activity. This activity was raised for your situational awareness.",Unknown,"CloudDetect-CSOCMalware","Falcon Detection Method","overwatch_detection","Falcon Overwatch detection",30,True,"Falcon Overwatch","Suspicious Activity"
5100,"The process or module loaded by this process has been identified as malicious and should be reviewed accordingly. The determination was based on the combination of the file's composition and its behaviors through static analysis.",Unknown,"CloudDetect-ML-BlueSteel",,"machine_learning","Machine learning",50,False,,
4902,"A domain lookup matched a CrowdStrike Intelligence indicator used in non-targeted, commodity malware.",Unknown,"CloudDetect-BlacklistedDomainLowUI","Falcon Detection Method","intel_detection","Intelligence-driven detection",30,True,"Falcon Intel","Intelligence Indicator - Domain"
